id,affenpinscher,afghan_hound,african_hunting_dog,airedale,american_staffordshire_terrier,appenzeller,australian_terrier,basenji,basset,beagle,bedlington_terrier,bernese_mountain_dog,black-and-tan_coonhound,blenheim_spaniel,bloodhound,bluetick,border_collie,border_terrier,borzoi,boston_bull,bouvier_des_flandres,boxer,brabancon_griffon,briard,brittany_spaniel,bull_mastiff,cairn,cardigan,chesapeake_bay_retriever,chihuahua,chow,clumber,cocker_spaniel,collie,curly-coated_retriever,dandie_dinmont,dhole,dingo,doberman,english_foxhound,english_setter,english_springer,entlebucher,eskimo_dog,flat-coated_retriever,french_bulldog,german_shepherd,german_short-haired_pointer,giant_schnauzer,golden_retriever,gordon_setter,great_dane,great_pyrenees,greater_swiss_mountain_dog,groenendael,ibizan_hound,irish_setter,irish_terrier,irish_water_spaniel,irish_wolfhound,italian_greyhound,japanese_spaniel,keeshond,kelpie,kerry_blue_terrier,komondor,kuvasz,labrador_retriever,lakeland_terrier,leonberg,lhasa,malamute,malinois,maltese_dog,mexican_hairless,miniature_pinscher,miniature_poodle,miniature_schnauzer,newfoundland,norfolk_terrier,norwegian_elkhound,norwich_terrier,old_english_sheepdog,otterhound,papillon,pekinese,pembroke,pomeranian,pug,redbone,rhodesian_ridgeback,rottweiler,saint_bernard,saluki,samoyed,schipperke,scotch_terrier,scottish_deerhound,sealyham_terrier,shetland_sheepdog,shih-tzu,siberian_husky,silky_terrier,soft-coated_wheaten_terrier,staffordshire_bullterrier,standard_poodle,standard_schnauzer,sussex_spaniel,tibetan_mastiff,tibetan_terrier,toy_poodle,toy_terrier,vizsla,walker_hound,weimaraner,welsh_springer_spaniel,west_highland_white_terrier,whippet,wire-haired_fox_terrier,yorkshire_terrier
0dc570ec7086bab004a7e357164c04b8,0.0054053147,1.1116946e-05,9.6951015e-05,9.156143e-05,5.8571572e-06,8.295036e-06,0.06139045,8.617867e-06,3.8482576e-06,1.3350962e-05,1.6272626e-05,6.645874e-05,7.0281226e-07,0.0025396226,3.8544385e-06,3.1227584e-05,6.5848355e-05,0.09984487,1.06613825e-05,7.686128e-07,0.00020151433,4.9973896e-06,2.955615e-05,0.0010653314,7.514527e-05,5.1018574e-06,0.38158226,2.1035003e-05,3.636015e-06,0.00011979549,0.0003250233,6.028368e-05,7.160776e-05,0.00034337927,2.952996e-06,0.019619396,0.00045341608,1.8162607e-05,8.4682215e-06,2.0487381e-05,4.125948e-06,3.40946e-05,6.8928803e-06,9.280463e-06,8.3682505e-07,6.8292444e-05,7.0290276e-05,6.8997592e-06,7.590832e-05,0.0016428464,0.00017816569,5.449881e-07,1.243009e-05,2.5061634e-06,9.577336e-05,1.0932669e-05,2.7701852e-05,0.0008538425,1.6874348e-05,0.00032537468,5.6709127e-06,0.0010179967,0.0022252633,6.0934402e-05,5.252545e-06,7.4753785e-05,8.586922e-06,3.4268392e-06,0.0019449088,3.2859953e-05,0.0015278179,0.00018045075,1.8406087e-06,0.0016970447,2.3307062e-05,9.395622e-05,0.00055584544,0.00010362089,4.080019e-06,0.13295203,5.5668415e-06,0.16967526,3.3314616e-05,0.0018129122,0.0022138965,0.01139086,0.00080397946,0.05853623,5.68336e-06,2.0564587e-05,2.9527566e-06,9.488138e-06,2.5259511e-05,6.622739e-06,0.00087237934,2.2307919e-05,0.00031100085,1.647159e-05,0.0014240802,0.00018618412,0.0012107608,7.1163586e-06,0.003515741,0.009546777,3.5652174e-05,2.8468269e-06,0.00025763345,0.0005020262,6.5482134e-05,0.00048457106,0.00054206443,0.00010830334,4.327694e-06,2.0913567e-05,3.4049577e-08,1.1455722e-05,0.013710614,2.7621653e-07,0.0025877308,0.00040018372
27ccf0e035abc33fb6a1e8bdf23c5f86,5.574822e-05,0.0065478217,5.9543105e-05,0.060119525,0.00011813992,5.7424735e-05,0.00059747684,0.010444335,0.00024681297,0.00019745348,0.075337484,7.827868e-05,0.00019698609,0.0003507796,2.12365e-05,0.0014868758,0.0005148276,0.0003234752,0.0006846305,5.7980364e-05,0.0007625164,3.3407538e-05,7.543626e-05,0.00012129684,0.00032231706,0.00011197024,5.5376455e-05,0.0003137803,0.0015994099,0.0034293444,5.5863067e-05,0.0003947324,0.0014676931,0.00044315512,0.007963291,2.5632042e-05,7.3391166e-06,0.00010836519,0.0013892528,0.00038168364,0.000694124,0.0011698832,3.6665326e-05,0.001068098,0.003303408,0.0052294726,0.000110943925,0.0009391436,0.000900074,0.00488614,0.00010687373,0.0075959954,0.0024902313,9.846867e-05,4.5045992e-05,0.0023541816,0.00017006019,0.00089402776,0.005167517,0.019657718,0.096455604,9.589212e-05,0.00025215515,0.0014522392,0.0022229538,0.002003509,0.0034136612,0.056500282,0.04058875,1.3970563e-05,0.0049672453,0.00021198459,3.286784e-05,0.00039992624,0.03374218,0.0065244655,0.2715936,0.0057519823,0.00011447948,0.00034035902,0.00022087288,0.00015311701,0.002121555,0.00042728017,2.5520814e-05,0.0004192646,6.4981825e-05,3.82652e-05,0.011213993,0.0014697586,0.0003255453,1.8813169e-05,2.0142703e-05,0.00031603267,0.00012649977,0.0001246107,0.0012661789,0.012003082,0.0017342704,0.00021601796,0.00077962095,0.000101126105,7.260739e-05,0.00094503065,0.00041126533,0.08373394,0.0050494843,0.0010814348,2.7781476e-05,0.00015318654,0.0047292826,0.0017666755,0.00083827024,0.0017890714,0.01444913,3.2912063e-05,0.0011862409,0.061915778,0.027501054,0.00097549084
82d137d71f56cb0484b376ae3c867b14,2.0910505e-08,3.262624e-06,3.9891196e-07,5.162024e-07,1.0688218e-05,9.8848686e-05,1.6100903e-06,7.1051585e-07,0.00058936095,0.00017448138,4.2326107e-08,0.001414293,7.416426e-07,0.00016857663,5.401862e-05,3.1150114e-06,0.00024313468,5.86463e-06,0.00016307125,2.8543366e-07,1.5722412e-07,2.5943345e-05,2.2704145e-07,1.3553814e-05,0.011396022,0.00010818266,3.1552847e-06,7.1303155e-05,0.00019373614,5.0845028e-08,1.4179188e-06,0.0028647627,0.0013941275,0.0020640015,1.5391414e-07,1.7835224e-07,2.265411e-06,1.1061715e-06,1.19071814e-07,3.4058918e-05,0.0062863124,0.0021796024,1.2976893e-06,5.2833575e-06,4.0594743e-05,1.0531975e-06,3.3308913e-06,6.1754627e-06,4.930761e-07,0.0005482794,4.8674137e-06,1.5539139e-05,1.3510387e-05,0.0034968264,4.2058147e-07,4.1395595e-07,6.83127e-05,1.9496497e-06,6.474233e-07,2.714787e-05,2.017621e-08,7.849613e-06,1.331108e-07,1.4717388e-06,3.320162e-08,4.1656972e-07,9.051935e-06,2.2436284e-06,3.7627851e-06,0.0016782391,3.6560918e-06,1.2139107e-06,0.00023393054,1.17572405e-07,3.4643928e-09,2.1132509e-08,2.1924797e-07,3.1188563e-07,1.2256019e-05,5.203168e-06,2.461869e-07,2.3840635e-06,7.001116e-07,6.8641284e-06,6.981997e-06,1.489467e-05,4.2728414e-05,9.5334975e-08,5.993852e-07,2.631021e-05,6.666539e-06,5.5741675e-06,0.9623821,1.32214045e-05,7.397848e-07,1.4694007e-08,9.097587e-08,5.2364527e-07,1.5668796e-07,1.4689842e-05,3.4785776e-06,6.214861e-07,5.9739926e-07,2.6171147e-05,4.4367428e-07,2.2253629e-07,3.3733107e-07,3.6283545e-05,8.984629e-06,1.2373484e-05,7.5543724e-08,4.416802e-08,1.0995641e-06,5.1246185e-05,1.9829196e-07,0.0015601804,3.0925702e-07,1.9530896e-07,3.1087865e-07,1.487438e-06
8db94c3efe16b1d584ca43c4c8dea3b3,1.1612629e-05,0.00031399477,1.2863273e-06,5.1053878e-05,1.1246102e-06,1.41533e-06,1.4885911e-06,2.305487e-06,1.245742e-06,7.836253e-06,0.00063144695,2.5641502e-05,4.98414e-07,5.6208508e-05,5.453846e-07,7.0811416e-07,0.0001731268,2.2694116e-05,0.00113615,3.7588978e-07,8.353796e-06,2.671224e-07,1.7873455e-06,0.0010315119,8.4964064e-05,4.5884203e-06,8.599819e-06,2.6882111e-05,2.194008e-05,4.8670463e-06,0.00078037265,0.0006249745,5.3378368e-05,0.00018650526,9.384725e-06,0.0018659466,2.6088217e-06,3.226478e-05,4.1272e-07,7.3445012e-06,0.00047245744,0.00086970016,1.648763e-07,0.00035486135,5.3713e-05,1.8920675e-05,1.4363813e-05,7.472343e-06,1.46202065e-05,0.00032014246,1.6796186e-05,3.1775937e-06,0.8097647,4.6351634e-06,4.4542514e-05,2.858644e-06,1.17827285e-05,2.0707366e-06,5.321095e-05,0.00016200566,5.9715385e-06,0.0006439481,0.0003506267,1.902544e-05,6.8184618e-06,0.019064963,0.060420647,0.00040637952,0.00036245474,0.0003937348,0.0049652057,0.0019963493,2.8191146e-06,0.009588921,1.0426965e-06,1.9023462e-07,0.010091591,2.8007262e-06,0.0005813704,8.617285e-05,8.6011765e-05,4.1353363e-05,0.019226674,0.0015425216,0.00023669221,0.0024779208,0.00013795146,0.0001706924,5.5186447e-05,3.367002e-06,3.6442148e-07,4.439821e-08,0.0005704977,5.2317842e-05,0.038528856,1.4076457e-05,1.7303773e-05,9.963866e-05,0.00014024085,0.000106656655,0.0003610055,0.00021070623,4.6287582e-06,0.00032915347,2.8906366e-06,0.00043411503,2.5445066e-05,2.8819675e-05,4.946287e-05,0.0009449802,0.0008270231,4.150265e-06,2.78215e-06,5.919205e-06,3.9653005e-06,3.8664268e-05,0.004358575,2.2696584e-05,0.00045090736,4.829327e-06
b2f350d68b6264610c176e150dabc950,2.2828377e-05,0.0047550155,0.0011647493,0.0032219775,0.0038551062,0.00060739834,0.0012321911,0.0053830296,0.00023505097,0.014862686,0.006626498,6.729403e-05,0.0006739444,5.7778303e-05,2.7304302e-05,0.0011690633,0.002384785,0.00043806309,0.003928276,0.00042869739,0.0001574622,0.00020159541,0.00010564497,0.00062214787,0.00026858735,0.00025934514,0.00020140604,0.00210142,0.005221776,0.0032156783,9.200854e-05,0.0005796186,0.0011954468,0.01430694,0.0011973084,0.00042822788,0.00011143603,0.0010744231,0.014684076,0.0040212083,0.0008062236,0.0001731369,0.00020720143,0.1076515,0.00091507216,0.007011212,0.007467825,0.00040134977,0.0011430997,0.01766615,4.7615737e-05,0.0048136455,0.003211172,0.00092707935,0.00040117872,0.0019963363,0.00015104235,0.000910614,0.00022305908,0.008086771,0.10406708,0.00043880442,0.0009315159,0.09363139,7.538795e-05,0.00037207318,0.002353114,0.011657074,0.012992667,0.00024878487,0.0012500536,0.22525592,0.00020799284,0.001191661,0.0032463558,0.004611766,0.013339536,0.0064666034,0.0002625763,0.000319232,0.021449741,0.00027407054,0.0033394087,0.0038015924,0.00038285746,8.588047e-05,0.00588936,0.00039061194,0.0020881777,0.006397287,0.00059977366,0.00029375587,0.00013302862,0.0023719904,0.0004634272,0.0036934884,0.00493148,0.0025067553,0.0002736987,0.0048924345,0.0005924224,0.05110129,0.00046258117,0.00089498935,0.0033682475,0.0006264184,0.0058454773,0.001485541,0.0008972421,0.0024956597,0.0003741719,0.026166964,9.3379866e-05,0.004277446,0.0017762412,6.309305e-05,0.010728684,0.04134605,0.032331582,0.0024952525
b5cf42054fc30582086ffd39f4c2c021,0.16658677,0.0012486944,2.5103609e-05,0.00079884316,1.9408817e-05,8.17105e-05,6.487894e-05,1.2893977e-05,3.6237745e-06,5.608869e-07,0.0003273227,0.00074124295,6.358995e-06,0.0004013093,5.3150648e-06,8.965628e-06,0.0008584754,0.00018032038,8.532403e-05,4.773806e-05,0.16407019,3.4257468e-05,3.566938e-05,0.00066288316,1.3768641e-06,9.701928e-07,0.0007212901,8.2032464e-05,6.960468e-05,2.0190187e-06,0.0024296157,4.2705324e-05,0.00012261356,0.0003034181,0.011735439,0.00015203147,1.3924732e-05,2.6443658e-05,1.1345674e-05,1.5281714e-06,4.01787e-05,0.00017993765,1.2514577e-05,1.4929671e-05,0.0018717115,8.011304e-05,0.00042835463,0.00024326019,0.008410731,5.1800075e-06,0.0023542996,9.2482864e-05,0.00031582176,9.916315e-06,0.11117807,2.2516049e-06,9.867007e-05,4.8744736e-05,0.010839656,0.00048241945,2.9946234e-06,0.0006948861,0.07015592,0.0003975522,0.009715781,0.020368442,1.568888e-05,0.00016124637,7.183841e-05,0.0014413384,0.00045704556,0.0014691693,2.7544664e-05,0.00013241553,0.0005966691,1.4067997e-05,0.016715419,0.00058456353,0.2380639,3.224256e-05,9.305776e-05,0.000112185364,0.001918793,0.0028070651,4.3273587e-05,0.0019406319,4.877001e-06,0.0013091498,0.00083229225,8.013731e-06,1.7106483e-06,3.49619e-05,1.0626262e-05,0.00017394459,0.00042169465,0.06627749,0.007627146,0.0010581833,9.65079e-05,0.0012416886,8.5296604e-05,3.936886e-05,0.00014544671,0.00067187694,0.00070772204,0.010475151,0.0010622139,0.0006681584,0.04601049,0.0011210082,0.0013600455,4.0408704e-06,9.436747e-06,3.0884945e-05,9.959798e-06,5.1724e-06,0.0008079079,1.8611046e-05,8.9491616e-05,0.000812235
c76b5c3bda584485f913e25034c557d3,3.3120104e-06,0.017208178,3.4204564e-05,0.0020903924,0.00032598514,0.00100458,0.0006286402,0.00022727369,0.05722568,0.0007718346,6.00267e-05,7.3525705e-05,0.0064297873,1.7672557e-05,0.58384645,0.0011410223,3.078848e-06,0.0001928321,0.00014806946,7.715704e-06,2.3258248e-05,0.0005670875,0.00031367014,0.0010064389,5.399639e-05,0.0017712513,7.0965375e-06,4.5705205e-05,0.025009684,2.8239698e-05,0.00017955338,0.007959868,0.005119668,0.00053520047,7.718754e-05,5.619997e-05,1.5739974e-05,0.001713535,0.00043424664,0.00021571375,0.0009695624,6.698046e-05,6.586359e-05,3.5932393e-05,0.0009399006,1.0396723e-05,0.002863068,0.00057539006,9.825239e-05,0.026322372,0.0007277147,0.007884307,0.00010802282,0.00062264537,6.8837844e-06,5.0322687e-05,0.06273508,0.0039690477,0.0009384491,0.0001946459,5.0282197e-05,9.81037e-07,6.7734045e-06,0.00014385369,4.001841e-05,4.6300444e-05,3.1207353e-05,0.0013670642,5.2099906e-05,0.0032374305,3.1690335e-05,1.2416523e-06,0.0006591021,1.6718125e-06,7.03858e-06,8.4774816e-05,3.2403474e-05,1.5199172e-05,2.719948e-05,0.00014926994,5.361997e-06,0.00024761568,0.00024587216,0.00023289754,2.083043e-07,5.350083e-05,0.0001487216,6.6113644e-06,3.0963696e-05,0.019591453,0.034153815,0.00219442,0.0012323194,0.00084633986,9.0441864e-07,5.4762118e-06,1.03791e-05,0.00042904879,7.563258e-06,1.3350198e-06,6.1996855e-07,7.72375e-06,0.00012773128,0.00019093299,0.0001354907,5.2675994e-05,0.00029513886,0.051684063,0.00080274406,6.937269e-05,3.199893e-06,4.1382727e-06,0.03386097,0.0016456079,0.017271416,0.0013054704,5.359244e-07,0.0012567547,3.0439376e-05,6.6140485e-05
ec6b4aee97cf7eeb6cb26540af933db2,2.922015e-05,3.1397954e-05,0.00016248402,0.00018916618,0.0068589086,0.0020673827,0.00042050463,0.09574242,0.0006257039,0.07184166,0.00016039834,0.00050065,0.0014189149,0.00031431718,0.0002258682,0.0015697038,0.0003867593,1.7653856e-05,0.0010541785,0.35790664,1.0666388e-05,0.0012943841,0.0012204604,1.6518345e-05,0.000742227,7.6887336e-05,6.5031245e-06,0.00474166,7.9694626e-05,0.009314816,4.0735176e-05,0.00029494328,0.00015550194,3.06921e-05,5.8828122e-05,7.432816e-06,2.198976e-05,2.3205512e-05,0.0345097,0.0018504348,0.00047718856,0.00017307258,0.027119478,0.0020930981,0.00024829147,0.0070194057,0.00030642044,0.00026319516,1.4642304e-05,0.00015852229,0.0003699017,0.002679122,0.00014428135,0.002337932,2.7430086e-05,0.0024567954,7.1771654e-05,1.678265e-05,4.867794e-05,7.058146e-06,0.097498186,0.0007984361,1.0722371e-05,0.00031843485,1.12290745e-05,1.3825821e-05,4.4424894e-05,0.007446807,5.8493577e-05,8.8891116e-05,0.00014808716,0.000519582,0.0010462732,8.636937e-05,0.003062815,0.03453413,0.00018832988,0.013621702,8.7711844e-05,2.1568223e-05,6.282223e-05,1.39834865e-05,6.6573506e-05,1.926089e-06,0.000106848114,0.00026232272,7.6777644e-05,7.275639e-05,0.015340087,0.00043244526,0.00013261438,0.0015564943,0.00010119322,0.0018658463,1.2371586e-05,0.0004160811,0.000843486,1.3678071e-05,0.0001555012,0.0012356754,0.00057818095,2.5767344e-05,0.0001037263,0.0001287731,0.0007457768,8.171347e-05,0.0019269362,0.00020711763,0.00011568935,8.645071e-05,3.4708955e-05,0.14187376,0.00011184961,0.0074707195,0.0006202366,0.0003291846,8.204073e-05,0.019646324,6.408604e-05,0.0013372354
f28b4d5899f9db2a2caa7a3361c847f1,7.782039e-05,2.5793068e-07,0.00079067936,0.001359434,0.00014669583,0.00028124414,0.0004229119,0.00019469808,1.2512703e-06,2.4340707e-05,6.038072e-05,7.078103e-05,9.4339215e-05,4.3048203e-07,1.6049515e-05,0.000499704,8.559819e-05,1.5985832e-05,2.8855384e-06,8.207683e-05,3.8824815e-05,0.00014139658,0.00087225216,3.7997388e-06,5.729006e-05,3.2139922e-06,1.31274455e-05,0.00052173674,0.00487294,7.067122e-05,1.1856357e-05,1.1255506e-05,2.7883721e-05,5.4435236e-06,0.0037361234,2.4492e-06,1.539828e-05,0.00035356413,0.010587592,7.908147e-07,3.535299e-05,3.3527445e-05,1.5303443e-05,1.846261e-05,0.0004406333,1.1024402e-05,0.01170348,0.001836128,7.961652e-06,6.367788e-05,0.0004152266,0.00055660296,2.0229743e-06,2.0591286e-05,0.001630551,0.0001718465,0.006279608,5.6274846e-05,0.0032069474,3.6945563e-05,0.00010987766,1.7123685e-07,4.2465663e-06,0.8632708,0.000100307756,1.2341141e-05,1.2804547e-06,0.009531667,1.5694302e-05,1.9163468e-05,1.645527e-07,4.5762255e-05,0.03791318,7.977631e-07,0.0018671222,0.012591291,0.000107980486,1.51432105e-05,1.7559914e-05,7.48411e-06,0.00020116544,0.00015532295,2.9815888e-07,7.804391e-06,5.3855256e-06,4.9968133e-07,3.468944e-05,6.6062353e-06,4.5591587e-05,0.0003407154,0.0006171422,0.0058299345,2.574343e-07,0.00026231766,1.1484224e-05,0.008668602,0.0028142352,0.00018301359,9.86218e-07,2.2647888e-05,9.5030124e-08,6.8358946e-05,6.353538e-05,8.640783e-06,0.0003885832,7.354127e-05,0.00012928787,6.1873296e-05,0.00015398904,3.3787453e-06,1.9452732e-06,0.00044031488,0.0009913138,7.8491576e-05,0.0003239874,5.1004304e-06,4.328386e-06,1.2131214e-05,2.1266107e-05,0.00021175476
fd369fa622cf7437ddb4066a9d3ee534,0.0012054326,0.000121423516,8.391657e-05,0.0011485929,0.008882968,0.0005767136,0.002940054,0.015147412,0.0046874746,0.0031584785,0.000278921,0.00016393627,0.0010315292,0.0014472227,0.01614034,0.00027778102,6.914509e-05,0.004447895,0.00023705866,0.026525136,0.0014575598,0.27722833,0.18131573,0.0038646157,0.00034420195,0.08629063,0.0007874497,0.0002245379,0.00092094875,0.0013488834,0.0006784406,0.00052969897,0.00093817647,5.911779e-05,8.96291e-05,8.179342e-05,5.812398e-05,0.00010524056,0.0014750102,0.00069165445,5.7025205e-05,0.00013329834,0.0011774396,9.503177e-05,0.00011440876,0.017307209,0.0007307009,0.0010825153,0.0038714714,0.0010810853,0.0001456734,0.0046782303,2.2915032e-05,0.002244302,1.0050411e-05,0.00088253245,0.0021046905,0.011204974,0.0003318498,3.1462892e-05,0.00815566,0.0007242164,7.4704025e-05,4.9685124e-05,0.0009039239,8.878736e-05,3.782113e-05,0.00046220294,0.00027432348,0.00017844145,0.0039849896,6.462018e-05,0.0018559168,0.00016517047,0.001666601,0.034493107,0.00012841071,0.00635396,9.1744e-05,0.00081937155,0.00037495163,0.0004894528,1.44191645e-05,0.00029063862,0.00017767178,0.0017816758,6.349971e-05,0.0005995728,0.1278064,0.00895071,0.017378949,0.023262408,0.00077495654,6.5498796e-05,6.2421e-05,5.6277375e-05,0.0001260889,9.097636e-06,0.0026981614,0.000110361274,0.00029294775,0.0001731741,0.0005341621,0.0014871482,0.0168583,0.00022370754,0.0044934466,0.008578271,0.000102818536,0.00017863445,0.0001579981,0.0004926099,0.0037477918,0.0060822046,0.0009380485,8.84715e-05,0.00022480854,0.00096671056,0.0008974499,0.013446363
